observed_at,energie,mois,indice,valeur,source,sha256
2026-09-15T04:53:26+00:00,gaz,2023-07,TTF 101 Heren,32.4597,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-07,ZTP 101,32.113,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-07,ZTP DAM,29.223,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-06,TTF 103 (Heren),44.2255,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-06,TTF 101 Heren,31.3019,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-06,ZTP 101,29.918,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-06,ZIG DAM,31.5767,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-06,ZTP DAM,31.243,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-05,TTF 103 (Heren),44.2255,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-05,TTF 101 Heren,41.8132,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-05,ZTP 101,40.697,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-05,ZIG DAM,29.8759,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-05,ZTP DAM,30.146,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-04,TTF 103 (Heren),44.2255,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-04,TTF 101 Heren,43.9234,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-04,ZTP 101,43.446,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-04,ZIG DAM,40.8277,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-04,ZTP DAM,41.479,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-03,TTF 103 (Heren),119.0763,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-03,TTF 101 Heren,52.2944,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-03,ZTP 101,51.590,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-03,ZIG DAM,44.4259,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-03,ZTP DAM,44.207,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-02,TTF 103 (Heren),119.0763,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-02,TTF 101 Heren,62.8464,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-02,ZTP 101,61.414,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-02,ZIG DAM,52.5857,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-02,ZTP DAM,53.202,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-01,TTF 103 (Heren),119.0763,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-01,TTF 101 Heren,117.8281,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-01,ZTP 101,115.877,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-01,ZIG DAM,60.8652,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-01,ZTP DAM,61.743,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-12,TTF 103 (Heren),212.3097,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-12,TTF 101 Heren,118.6767,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-12,ZTP 101,113.665,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-12,ZIG DAM,107.7684,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-12,ZTP DAM,110.687,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-11,TTF 103 (Heren),212.3097,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-11,TTF 101 Heren,132.4845,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-11,ZTP 101,122.959,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-11,ZIG DAM,84.9247,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-11,ZTP DAM,82.183,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-10,TTF 103 (Heren),212.3097,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-10,TTF 101 Heren,202.5085,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-10,ZTP 101,160.612,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-10,ZIG DAM,44.5406,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-10,ZTP DAM,48.799,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-09,TTF 103 (Heren),111.3806,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-09,TTF 101 Heren,231.9778,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-09,ZTP 101,199.680,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-09,ZIG DAM,115.2958,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-09,ZTP DAM,124.334,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-08,TTF 103 (Heren),111.3806,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-08,TTF 101 Heren,171.5500,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-08,ZTP 101,147.564,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-08,ZIG DAM,171.6221,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-08,ZTP DAM,171.202,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-07,TTF 103 (Heren),111.3806,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-07,TTF 101 Heren,109.9106,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-07,ZTP 101,103.114,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-07,ZIG DAM,122.8370,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-07,ZTP DAM,123.942,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-06,TTF 103 (Heren),127.9777,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-06,TTF 101 Heren,92.9494,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-06,ZTP 101,82.620,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-06,ZIG DAM,92.4114,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-06,ZTP DAM,93.094,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-05,TTF 103 (Heren),127.9777,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-05,TTF 101 Heren,100.6724,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-05,ZTP 101,91.351,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-05,ZIG DAM,75.8131,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-05,ZTP DAM,76.904,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-04,TTF 103 (Heren),127.9777,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-04,TTF 101 Heren,128.8402,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-04,ZTP 101,127.726,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-04,ZIG DAM,87.4230,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-04,ZTP DAM,88.502,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-03,TTF 103 (Heren),110.297,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-03,TTF 101 Heren,80.0606,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-03,ZTP 101,79.620,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-03,ZIG DAM,124.4113,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-03,ZTP DAM,124.309,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-02,TTF 103 (Heren),110.297,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-02,TTF 101 Heren,84.8163,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-02,ZTP 101,84.496,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-02,ZIG DAM,78.6046,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-02,ZTP DAM,78.500,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-01,TTF 103 (Heren),110.297,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-01,TTF 101 Heren,113.0571,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-01,ZIG DAM,81.0981,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2022-01,ZTP DAM,81.100,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-12,TTF 103 (Heren),65.7261,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-12,TTF 101 Heren,82.6835,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-12,ZIG DAM,108.7393,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-11,TTF 103 (Heren),65.7261,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-11,TTF 101 Heren,90.231,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-11,ZIG DAM,80.8978,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-10,TTF 103 (Heren),65.7261,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-10,TTF 101 Heren,65.4466,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-10,ZIG DAM,83.6464,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-09,TTF 103 (Heren),28.9642,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-09,TTF 101 Heren,44.5083,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-09,ZIG DAM,62.4752,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-08,TTF 103 (Heren),28.9642,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-08,TTF 101 Heren,35.9813,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-08,ZIG DAM,43.8722,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-07,TTF 103 (Heren),28.9642,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-07,TTF 101 Heren,29.1284,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-07,ZIG DAM,35.879,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-06,TTF 103 (Heren),17.4549,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-06,TTF 101 Heren,24.9757,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-06,ZIG DAM,28.7031,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-05,TTF 103 (Heren),17.4549,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-05,TTF 101 Heren,20.4394,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-05,ZIG DAM,24.6142,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-04,TTF 103 (Heren),17.4549,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-04,TTF 101 Heren,17.5266,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-04,ZIG DAM,20.0625,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-03,TTF 103 (Heren),16.1405,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-03,TTF 101 Heren,17.2906,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-03,ZIG DAM,17.2195,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-02,TTF 103 (Heren),16.1405,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-02,ZIG DAM,17.1448,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-01,TTF 103 (Heren),16.1405,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2021-01,ZIG DAM,20.6065,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2020-12,TTF 103 (Heren),12.6659,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2020-12,ZIG DAM,16.0309,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2020-11,TTF 103 (Heren),12.6659,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2020-11,ZIG DAM,13.5593,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2020-10,TTF 103 (Heren),12.6659,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2020-10,ZIG DAM,13.6536,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2020-09,TTF 103 (Heren),5.7386,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2020-09,ZIG DAM,10.9055,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2020-08,TTF 103 (Heren),5.7386,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2020-08,ZIG DAM,7.3931,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2020-07,TTF 103 (Heren),5.7386,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2020-07,ZIG DAM,4.6890,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
