observed_at,energie,mois,indice,valeur,source,sha256
2026-09-15T04:53:26+00:00,electricite,2023-10,Endex 101,95.37,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-10,Epex DAM,86.49,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-09,Endex 303,103.81,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-09,Endex 103,99.66,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-09,Endex 101,94.86,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-09,Epex DAM,94.35,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-08,Endex 303,103.81,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-08,Endex 103,99.66,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-08,Endex 101,84.01,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-08,Epex DAM,91.96,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-07,Endex 303,103.81,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-07,Endex 103,99.66,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-07,Endex 101,94.91,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-07,Epex DAM,75.35,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-06,Endex 303,136.86,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-06,Endex 103,116.36,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-06,Endex 101,89.23,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-06,Epex DAM,93.14,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-05,Endex 303,136.86,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-05,Endex 103,116.36,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-05,Endex 101,107.00,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-05,Epex DAM,80.18,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-04,Endex 303,136.86,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-04,Endex 103,116.36,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-04,Endex 101,113.44,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-04,Epex DAM,105.53,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-03,Endex 303,373.86,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-03,Endex 103,332.48,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-03,Endex 101,141.52,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-03,Epex DAM,109.55,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-02,Endex 303,373.86,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-02,Endex 103,332.48,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-02,Endex 101,169.06,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-02,Epex DAM,143.51,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-01,Endex 303,373.86,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-01,Endex 103,332.48,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-01,Endex 101,333.32,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2023-01,Epex DAM,130.70,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-12,Endex 303,500.97,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-12,Endex 103,501.23,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-12,Endex 101,276.49,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-12,Epex DAM,269.28,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-11,Endex 303,500.97,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-11,Endex 103,501.23,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-11,Endex 101,325.20,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-11,Epex DAM,180.41,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-10,Endex 303,500.97,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-10,Endex 103,501.23,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-10,Endex 101,393.53,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-10,Epex DAM,157.45,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-09,Endex 303,228.22,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-09,Endex 103,236.06,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-09,Endex 101,471.30,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-09,Epex DAM,346.51,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-08,Endex 303,228.22,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-08,Endex 103,236.06,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-08,Endex 101,350.95,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-08,Epex DAM,448.13,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-07,Endex 303,228.22,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-07,Endex 103,236.06,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-07,Endex 101,225.05,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-07,Epex DAM,321.33,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-06,Endex 303,216.76,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-06,Endex 103,285.22,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-06,Endex 101,194.15,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-06,Epex DAM,219.10,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-05,Endex 303,216.76,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-05,Endex 103,285.22,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-05,Endex 101,220.79,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-05,Epex DAM,176.64,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-04,Endex 303,216.76,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-04,Endex 103,285.22,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-04,Endex 101,290.12,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-04,Epex DAM,186.59,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-03,Endex 303,226.43,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-03,Endex 103,293.87,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-03,Endex 101,193.49,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-03,Epex DAM,265.63,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-02,Endex 303,226.43,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-02,Endex 103,293.87,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-02,Endex 101,226.05,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-02,Epex DAM,162.64,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-01,Endex 303,226.43,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-01,Endex 103,293.87,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-01,Endex 101,295.70,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2022-01,Epex DAM,191.4,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2021-12,Endex 303,114.43,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2021-12,Epex DAM,245.44,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2021-11,Endex 303,114.43,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2021-11,Epex DAM,202.15,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2021-10,Endex 303,114.43,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2021-10,Epex DAM,165.36,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2021-09,Endex 303,64.2,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2021-09,Epex DAM,136.21,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2021-08,Endex 303,64.2,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2021-08,Epex DAM,79.47,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2021-07,Endex 303,64.2,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2021-07,Epex DAM,77.42,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2021-06,Endex 303,44.74,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2021-06,Epex DAM,74.44,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2021-05,Endex 303,44.74,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2021-05,Epex DAM,55.63,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2021-04,Endex 303,44.74,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2021-04,Epex DAM,56.99,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2021-03,Endex 303,45.80,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2021-03,Epex DAM,46.57,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2021-02,Endex 303,45.80,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2021-02,Epex DAM,48.57,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2021-01,Endex 303,45.80,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2021-01,Epex DAM,57.46,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2020-12,Endex 303,45.86,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2020-12,Epex DAM,47.38,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2020-11,Endex 303,45.86,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2020-11,Epex DAM,39.92,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2020-10,Endex 303,45.86,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2020-10,Epex DAM,39.42,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2020-09,Endex 303,28.69,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2020-09,Epex DAM,44.23,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2020-08,Endex 303,28.69,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2020-08,Epex DAM,35.54,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2020-07,Endex 303,28.69,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2020-07,Epex DAM,29.84,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2020-06,Endex 303,30.78,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2020-06,Epex DAM,25.56,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2020-05,Endex 303,30.78,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2020-05,Epex DAM,15.39,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2020-04,Endex 303,30.78,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,electricite,2020-04,Epex DAM,14.72,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-electricite/,1089a45e86c25e47
2026-09-15T04:53:26+00:00,gaz,2026-09,TTF 103 (Heren),45.0886,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-09,TTF 101 Heren,61.7581,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-09,ZTP 101,61.768,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-08,TTF 103 (Heren),45.0886,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-08,TTF 101 Heren,53.8967,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-08,ZTP 101,53.605,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-08,ZTP DAM,61.537,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-07,TTF 103 (Heren),45.0886,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-07,TTF 101 Heren,44.9886,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-07,ZTP 101,44.429,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-07,ZTP DAM,53.116,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-06,TTF 103 (Heren),52.1540,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-06,TTF 101 Heren,47.0434,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
